Ward	Age	Voters
WE157	18	33
WE157	19	281
WE157	20	403
WE157	21	562
WE157	22	677
WE157	23	590
WE157	24	640
WE157	25	667
WE157	26	904
WE157	27	1063
WE157	28	1045
WE157	29	971
WE157	30	1142
WE157	31	1138
WE157	32	1166
WE157	33	1137
WE157	34	953
WE157	35	964
WE157	36	1047
WE157	37	855
WE157	38	1085
WE157	39	841
WE157	40	759
WE157	41	697
WE157	42	723
WE157	43	794
WE157	44	678
WE157	45	484
WE157	46	600
WE157	47	519
WE157	48	630
WE157	49	502
WE157	50	422
WE157	51	381
WE157	52	336
WE157	53	508
WE157	54	389
WE157	55	278
WE157	56	341
WE157	57	283
WE157	58	345
WE157	59	338
WE157	60	230
WE157	61	241
WE157	62	242
WE157	63	288
WE157	64	218
WE157	65	147
WE157	66	183
WE157	67	172
WE157	68	213
WE157	69	144
WE157	70	104
WE157	71	87
WE157	72	105
WE157	73	130
WE157	74	94
WE157	75	50
WE157	76	52
WE157	77	50
WE157	78	61
WE157	79	42
WE157	80	21
WE157	81	23
WE157	82	12
WE157	83	23
WE157	84	18
WE157	85	13
WE157	86	12
WE157	87	11
WE157	88	15
WE157	89	10
WE157	90	1
WE157	91	3
WE157	92	3
WE157	93	3
WE157	94	4
WE157	95	1
WE157	96	2
WE157	97	2
WE157	98	1
WE157	99	1
WE156	18	29
WE156	19	265
WE156	20	436
WE156	21	490
WE156	22	585
WE156	23	560
WE156	24	654
WE156	25	658
WE156	26	838
WE156	27	892
WE156	28	963
WE156	29	940
WE156	30	970
WE156	31	994
WE156	32	1050
WE156	33	1036
WE156	34	994
WE156	35	991
WE156	36	1059
WE156	37	916
WE156	38	998
WE156	39	903
WE156	40	799
WE156	41	788
WE156	42	749
WE156	43	807
WE156	44	746
WE156	45	582
WE156	46	714
WE156	47	591
WE156	48	595
WE156	49	582
WE156	50	511
WE156	51	533
WE156	52	500
WE156	53	476
WE156	54	467
WE156	55	434
WE156	56	508
WE156	57	403
WE156	58	353
WE156	59	375
WE156	60	361
WE156	61	348
WE156	62	340
WE156	63	321
WE156	64	300
WE156	65	258
WE156	66	284
WE156	67	272
WE156	68	242
WE156	69	213
WE156	70	183
WE156	71	171
WE156	72	157
WE156	73	146
WE156	74	136
WE156	75	112
WE156	76	135
WE156	77	103
WE156	78	88
WE156	79	83
WE156	80	77
WE156	81	83
WE156	82	54
WE156	83	51
WE156	84	49
WE156	85	32
WE156	86	25
WE156	87	18
WE156	88	29
WE156	89	22
WE156	90	10
WE156	91	12
WE156	92	12
WE156	93	5
WE156	94	6
WE156	95	3
WE156	96	3
WE156	97	1
WE156	99	2
WE156	100	1
WE156	101	2
WE156	102	1
WE155	18	33
WE155	19	231
WE155	20	473
WE155	21	489
WE155	22	562
WE155	23	495
WE155	24	548
WE155	25	648
WE155	26	711
WE155	27	771
WE155	28	803
WE155	29	829
WE155	30	806
WE155	31	820
WE155	32	1078
WE155	33	962
WE155	34	994
WE155	35	971
WE155	36	961
WE155	37	804
WE155	38	866
WE155	39	869
WE155	40	825
WE155	41	755
WE155	42	804
WE155	43	801
WE155	44	745
WE155	45	638
WE155	46	760
WE155	47	626
WE155	48	603
WE155	49	641
WE155	50	544
WE155	51	605
WE155	52	548
WE155	53	576
WE155	54	564
WE155	55	405
WE155	56	547
WE155	57	402
WE155	58	360
WE155	59	461
WE155	60	349
WE155	61	409
WE155	62	337
WE155	63	361
WE155	64	352
WE155	65	256
WE155	66	318
WE155	67	218
WE155	68	222
WE155	69	226
WE155	70	173
WE155	71	244
WE155	72	168
WE155	73	158
WE155	74	155
WE155	75	129
WE155	76	157
WE155	77	107
WE155	78	103
WE155	79	143
WE155	80	76
WE155	81	116
WE155	82	42
WE155	83	77
WE155	84	69
WE155	85	37
WE155	86	50
WE155	87	33
WE155	88	20
WE155	89	32
WE155	90	11
WE155	91	17
WE155	92	14
WE155	93	18
WE155	94	12
WE155	95	6
WE155	96	10
WE155	97	4
WE155	98	5
WE155	99	4
WE155	100	4
WE155	101	3
WE155	104	1
WE155	107	2
WE154	18	30
WE154	19	286
WE154	20	475
WE154	21	488
WE154	22	580
WE154	23	535
WE154	24	538
WE154	25	598
WE154	26	741
WE154	27	859
WE154	28	824
WE154	29	927
WE154	30	912
WE154	31	908
WE154	32	960
WE154	33	967
WE154	34	968
WE154	35	909
WE154	36	907
WE154	37	913
WE154	38	904
WE154	39	864
WE154	40	839
WE154	41	797
WE154	42	775
WE154	43	786
WE154	44	840
WE154	45	722
WE154	46	798
WE154	47	739
WE154	48	676
WE154	49	745
WE154	50	676
WE154	51	748
WE154	52	615
WE154	53	719
WE154	54	677
WE154	55	579
WE154	56	728
WE154	57	554
WE154	58	538
WE154	59	606
WE154	60	511
WE154	61	610
WE154	62	488
WE154	63	478
WE154	64	475
WE154	65	419
WE154	66	495
WE154	67	464
WE154	68	363
WE154	69	339
WE154	70	265
WE154	71	347
WE154	72	270
WE154	73	293
WE154	74	290
WE154	75	200
WE154	76	257
WE154	77	246
WE154	78	191
WE154	79	180
WE154	80	177
WE154	81	163
WE154	82	118
WE154	83	86
WE154	84	79
WE154	85	35
WE154	86	59
WE154	87	35
WE154	88	46
WE154	89	27
WE154	90	22
WE154	91	22
WE154	92	24
WE154	93	21
WE154	94	17
WE154	95	11
WE154	96	15
WE154	97	5
WE154	98	5
WE154	99	4
WE154	100	2
WE154	101	2
WE154	102	1
WE154	103	1
WE154	105	1
WE154	113	1
WE154	114	1
WE153	18	47
WE153	19	274
WE153	20	575
WE153	21	593
WE153	22	711
WE153	23	733
WE153	24	675
WE153	25	764
WE153	26	1002
WE153	27	1054
WE153	28	993
WE153	29	1036
WE153	30	1000
WE153	31	957
WE153	32	1094
WE153	33	1031
WE153	34	993
WE153	35	906
WE153	36	902
WE153	37	821
WE153	38	827
WE153	39	806
WE153	40	778
WE153	41	643
WE153	42	810
WE153	43	731
WE153	44	633
WE153	45	602
WE153	46	664
WE153	47	571
WE153	48	622
WE153	49	603
WE153	50	581
WE153	51	535
WE153	52	528
WE153	53	546
WE153	54	550
WE153	55	483
WE153	56	494
WE153	57	440
WE153	58	439
WE153	59	451
WE153	60	386
WE153	61	372
WE153	62	378
WE153	63	343
WE153	64	362
WE153	65	291
WE153	66	303
WE153	67	267
WE153	68	237
WE153	69	203
WE153	70	187
WE153	71	148
WE153	72	196
WE153	73	154
WE153	74	171
WE153	75	131
WE153	76	113
WE153	77	92
WE153	78	87
WE153	79	129
WE153	80	98
WE153	81	76
WE153	82	75
WE153	83	64
WE153	84	74
WE153	85	43
WE153	86	40
WE153	87	42
WE153	88	30
WE153	89	20
WE153	90	24
WE153	91	17
WE153	92	15
WE153	93	12
WE153	94	13
WE153	95	7
WE153	96	8
WE153	97	4
WE153	98	2
WE153	99	6
WE153	100	1
WE153	101	2
WE152	18	29
WE152	19	229
WE152	20	452
WE152	21	468
WE152	22	576
WE152	23	519
WE152	24	553
WE152	25	658
WE152	26	947
WE152	27	1021
WE152	28	1038
WE152	29	1007
WE152	30	1044
WE152	31	1037
WE152	32	1136
WE152	33	1100
WE152	34	1069
WE152	35	1049
WE152	36	1028
WE152	37	845
WE152	38	924
WE152	39	816
WE152	40	861
WE152	41	656
WE152	42	729
WE152	43	721
WE152	44	678
WE152	45	599
WE152	46	620
WE152	47	498
WE152	48	601
WE152	49	491
WE152	50	524
WE152	51	401
WE152	52	389
WE152	53	420
WE152	54	436
WE152	55	391
WE152	56	351
WE152	57	291
WE152	58	336
WE152	59	308
WE152	60	316
WE152	61	238
WE152	62	315
WE152	63	281
WE152	64	232
WE152	65	212
WE152	66	215
WE152	67	172
WE152	68	191
WE152	69	131
WE152	70	128
WE152	71	103
WE152	72	112
WE152	73	88
WE152	74	96
WE152	75	74
WE152	76	56
WE152	77	45
WE152	78	56
WE152	79	68
WE152	80	36
WE152	81	24
WE152	82	23
WE152	83	19
WE152	84	43
WE152	85	23
WE152	86	17
WE152	87	18
WE152	88	11
WE152	89	15
WE152	90	9
WE152	91	4
WE152	92	6
WE152	93	8
WE152	94	2
WE152	95	2
WE152	96	2
WE152	97	1
WE152	99	2
WE152	100	2
WE152	101	1
WE152	103	1
WE152	104	1
WE098	18	44
WE098	19	259
WE098	20	341
WE098	21	429
WE098	22	410
WE098	23	460
WE098	24	470
WE098	25	614
WE098	26	723
WE098	27	817
WE098	28	795
WE098	29	805
WE098	30	893
WE098	31	849
WE098	32	894
WE098	33	892
WE098	34	827
WE098	35	778
WE098	36	778
WE098	37	671
WE098	38	809
WE098	39	758
WE098	40	695
WE098	41	751
WE098	42	652
WE098	43	731
WE098	44	629
WE098	45	587
WE098	46	650
WE098	47	590
WE098	48	556
WE098	49	556
WE098	50	454
WE098	51	485
WE098	52	410
WE098	53	466
WE098	54	415
WE098	55	338
WE098	56	425
WE098	57	301
WE098	58	325
WE098	59	310
WE098	60	267
WE098	61	291
WE098	62	222
WE098	63	244
WE098	64	193
WE098	65	159
WE098	66	254
WE098	67	172
WE098	68	200
WE098	69	165
WE098	70	117
WE098	71	175
WE098	72	134
WE098	73	123
WE098	74	117
WE098	75	91
WE098	76	105
WE098	77	64
WE098	78	81
WE098	79	72
WE098	80	47
WE098	81	81
WE098	82	31
WE098	83	22
WE098	84	36
WE098	85	26
WE098	86	33
WE098	87	12
WE098	88	21
WE098	89	20
WE098	90	4
WE098	91	12
WE098	92	2
WE098	93	4
WE098	94	5
WE098	95	3
WE098	96	2
WE098	97	3
WE098	98	3
WE098	99	1
WE098	100	1
WE098	101	3
WE099	18	17
WE099	19	202
WE099	20	326
WE099	21	420
WE099	22	508
WE099	23	492
WE099	24	458
WE099	25	627
WE099	26	826
WE099	27	820
WE099	28	812
WE099	29	931
WE099	30	955
WE099	31	897
WE099	32	950
WE099	33	945
WE099	34	864
WE099	35	852
WE099	36	877
WE099	37	727
WE099	38	866
WE099	39	660
WE099	40	757
WE099	41	677
WE099	42	628
WE099	43	715
WE099	44	591
WE099	45	569
WE099	46	584
WE099	47	485
WE099	48	605
WE099	49	475
WE099	50	467
WE099	51	462
WE099	52	426
WE099	53	531
WE099	54	382
WE099	55	355
WE099	56	429
WE099	57	294
WE099	58	388
WE099	59	318
WE099	60	315
WE099	61	319
WE099	62	280
WE099	63	274
WE099	64	225
WE099	65	252
WE099	66	243
WE099	67	200
WE099	68	234
WE099	69	140
WE099	70	163
WE099	71	150
WE099	72	150
WE099	73	139
WE099	74	111
WE099	75	100
WE099	76	108
WE099	77	87
WE099	78	89
WE099	79	57
WE099	80	65
WE099	81	59
WE099	82	31
WE099	83	54
WE099	84	38
WE099	85	45
WE099	86	39
WE099	87	28
WE099	88	16
WE099	89	14
WE099	90	15
WE099	91	18
WE099	92	8
WE099	93	8
WE099	94	5
WE099	95	5
WE099	96	4
WE099	97	4
WE099	98	2
WE099	99	1
WE099	100	2
WE099	101	5
WE099	114	1
WE096	18	36
WE096	19	212
WE096	20	348
WE096	21	433
WE096	22	540
WE096	23	533
WE096	24	532
WE096	25	705
WE096	26	959
WE096	27	1071
WE096	28	1066
WE096	29	1051
WE096	30	979
WE096	31	986
WE096	32	1273
WE096	33	1153
WE096	34	1130
WE096	35	1027
WE096	36	977
WE096	37	897
WE096	38	912
WE096	39	930
WE096	40	878
WE096	41	864
WE096	42	778
WE096	43	826
WE096	44	700
WE096	45	617
WE096	46	754
WE096	47	598
WE096	48	603
WE096	49	566
WE096	50	471
WE096	51	541
WE096	52	466
WE096	53	557
WE096	54	427
WE096	55	381
WE096	56	461
WE096	57	328
WE096	58	396
WE096	59	355
WE096	60	259
WE096	61	347
WE096	62	267
WE096	63	318
WE096	64	243
WE096	65	194
WE096	66	283
WE096	67	217
WE096	68	237
WE096	69	182
WE096	70	101
WE096	71	167
WE096	72	143
WE096	73	132
WE096	74	108
WE096	75	58
WE096	76	125
WE096	77	66
WE096	78	63
WE096	79	55
WE096	80	33
WE096	81	72
WE096	82	38
WE096	83	30
WE096	84	23
WE096	85	13
WE096	86	35
WE096	87	9
WE096	88	13
WE096	89	15
WE096	90	5
WE096	91	16
WE096	92	4
WE096	93	6
WE096	94	4
WE096	95	3
WE096	96	4
WE096	97	2
WE096	98	3
WE096	99	1
WE096	100	1
WE096	101	2
WE097	18	44
WE097	19	228
WE097	20	373
WE097	21	424
WE097	22	533
WE097	23	471
WE097	24	461
WE097	25	560
WE097	26	747
WE097	27	793
WE097	28	873
WE097	29	843
WE097	30	857
WE097	31	772
WE097	32	986
WE097	33	976
WE097	34	874
WE097	35	850
WE097	36	865
WE097	37	680
WE097	38	735
WE097	39	680
WE097	40	716
WE097	41	686
WE097	42	665
WE097	43	753
WE097	44	640
WE097	45	513
WE097	46	646
WE097	47	511
WE097	48	561
WE097	49	505
WE097	50	422
WE097	51	469
WE097	52	416
WE097	53	507
WE097	54	407
WE097	55	314
WE097	56	435
WE097	57	368
WE097	58	305
WE097	59	301
WE097	60	228
WE097	61	302
WE097	62	239
WE097	63	274
WE097	64	184
WE097	65	168
WE097	66	268
WE097	67	198
WE097	68	212
WE097	69	143
WE097	70	82
WE097	71	220
WE097	72	199
WE097	73	180
WE097	74	106
WE097	75	75
WE097	76	112
WE097	77	97
WE097	78	87
WE097	79	49
WE097	80	29
WE097	81	75
WE097	82	52
WE097	83	36
WE097	84	23
WE097	85	15
WE097	86	34
WE097	87	21
WE097	88	6
WE097	89	15
WE097	90	6
WE097	91	15
WE097	92	10
WE097	93	3
WE097	94	3
WE097	96	4
WE097	97	2
WE097	98	2
WE097	99	2
WE097	101	3
WE094	18	27
WE094	19	178
WE094	20	283
WE094	21	417
WE094	22	531
WE094	23	521
WE094	24	490
WE094	25	547
WE094	26	700
WE094	27	759
WE094	28	767
WE094	29	820
WE094	30	755
WE094	31	767
WE094	32	824
WE094	33	804
WE094	34	763
WE094	35	741
WE094	36	740
WE094	37	656
WE094	38	644
WE094	39	707
WE094	40	615
WE094	41	578
WE094	42	562
WE094	43	565
WE094	44	551
WE094	45	455
WE094	46	584
WE094	47	498
WE094	48	436
WE094	49	479
WE094	50	390
WE094	51	471
WE094	52	422
WE094	53	390
WE094	54	367
WE094	55	332
WE094	56	407
WE094	57	298
WE094	58	294
WE094	59	350
WE094	60	269
WE094	61	329
WE094	62	247
WE094	63	261
WE094	64	232
WE094	65	203
WE094	66	267
WE094	67	198
WE094	68	155
WE094	69	191
WE094	70	114
WE094	71	199
WE094	72	141
WE094	73	129
WE094	74	112
WE094	75	83
WE094	76	123
WE094	77	73
WE094	78	71
WE094	79	67
WE094	80	46
WE094	81	66
WE094	82	47
WE094	83	42
WE094	84	40
WE094	85	27
WE094	86	42
WE094	87	21
WE094	88	24
WE094	89	12
WE094	90	13
WE094	91	7
WE094	92	7
WE094	93	7
WE094	94	5
WE094	95	4
WE094	96	5
WE094	97	3
WE094	98	2
WE094	99	2
WE094	101	2
WE095	18	65
WE095	19	266
WE095	20	402
WE095	21	503
WE095	22	592
WE095	23	551
WE095	24	584
WE095	25	646
WE095	26	888
WE095	27	984
WE095	28	955
WE095	29	1019
WE095	30	952
WE095	31	903
WE095	32	1029
WE095	33	944
WE095	34	908
WE095	35	876
WE095	36	901
WE095	37	741
WE095	38	804
WE095	39	770
WE095	40	709
WE095	41	718
WE095	42	691
WE095	43	749
WE095	44	630
WE095	45	557
WE095	46	616
WE095	47	612
WE095	48	595
WE095	49	492
WE095	50	443
WE095	51	414
WE095	52	491
WE095	53	443
WE095	54	376
WE095	55	350
WE095	56	427
WE095	57	367
WE095	58	341
WE095	59	282
WE095	60	249
WE095	61	266
WE095	62	260
WE095	63	264
WE095	64	159
WE095	65	143
WE095	66	256
WE095	67	238
WE095	68	220
WE095	69	111
WE095	70	100
WE095	71	137
WE095	72	134
WE095	73	128
WE095	74	59
WE095	75	73
WE095	76	70
WE095	77	83
WE095	78	76
WE095	79	42
WE095	80	35
WE095	81	42
WE095	82	38
WE095	83	39
WE095	84	29
WE095	85	8
WE095	86	20
WE095	87	22
WE095	88	13
WE095	89	5
WE095	90	4
WE095	91	8
WE095	92	7
WE095	93	4
WE095	94	1
WE095	95	1
WE095	96	2
WE095	97	3
WE095	98	4
WE095	99	1
WE092	18	36
WE092	19	238
WE092	20	409
WE092	21	473
WE092	22	569
WE092	23	632
WE092	24	665
WE092	25	793
WE092	26	961
WE092	27	977
WE092	28	990
WE092	29	1029
WE092	30	974
WE092	31	1019
WE092	32	1095
WE092	33	1115
WE092	34	1006
WE092	35	897
WE092	36	957
WE092	37	756
WE092	38	821
WE092	39	832
WE092	40	789
WE092	41	867
WE092	42	726
WE092	43	739
WE092	44	720
WE092	45	601
WE092	46	746
WE092	47	523
WE092	48	547
WE092	49	621
WE092	50	446
WE092	51	568
WE092	52	429
WE092	53	407
WE092	54	454
WE092	55	331
WE092	56	446
WE092	57	308
WE092	58	310
WE092	59	380
WE092	60	226
WE092	61	318
WE092	62	221
WE092	63	239
WE092	64	244
WE092	65	185
WE092	66	288
WE092	67	179
WE092	68	142
WE092	69	167
WE092	70	99
WE092	71	170
WE092	72	92
WE092	73	99
WE092	74	126
WE092	75	62
WE092	76	99
WE092	77	54
WE092	78	56
WE092	79	73
WE092	80	26
WE092	81	38
WE092	82	25
WE092	83	20
WE092	84	42
WE092	85	18
WE092	86	29
WE092	87	14
WE092	88	10
WE092	89	19
WE092	90	6
WE092	91	8
WE092	92	3
WE092	93	11
WE092	94	6
WE092	95	2
WE092	96	2
WE092	97	2
WE092	98	2
WE092	99	1
WE092	100	1
WE092	101	2
WE093	18	11
WE093	19	143
WE093	20	241
WE093	21	238
WE093	22	276
WE093	23	253
WE093	24	262
WE093	25	277
WE093	26	437
WE093	27	481
WE093	28	487
WE093	29	468
WE093	30	455
WE093	31	495
WE093	32	484
WE093	33	490
WE093	34	461
WE093	35	478
WE093	36	458
WE093	37	389
WE093	38	455
WE093	39	439
WE093	40	426
WE093	41	405
WE093	42	406
WE093	43	420
WE093	44	412
WE093	45	371
WE093	46	440
WE093	47	388
WE093	48	364
WE093	49	400
WE093	50	347
WE093	51	373
WE093	52	360
WE093	53	359
WE093	54	337
WE093	55	325
WE093	56	357
WE093	57	269
WE093	58	295
WE093	59	356
WE093	60	291
WE093	61	323
WE093	62	281
WE093	63	267
WE093	64	240
WE093	65	202
WE093	66	240
WE093	67	182
WE093	68	182
WE093	69	203
WE093	70	136
WE093	71	156
WE093	72	109
WE093	73	133
WE093	74	104
WE093	75	110
WE093	76	128
WE093	77	100
WE093	78	66
WE093	79	88
WE093	80	74
WE093	81	84
WE093	82	44
WE093	83	74
WE093	84	61
WE093	85	44
WE093	86	54
WE093	87	50
WE093	88	34
WE093	89	27
WE093	90	20
WE093	91	18
WE093	92	17
WE093	93	17
WE093	94	15
WE093	95	9
WE093	96	8
WE093	97	3
WE093	98	10
WE093	99	1
WE093	100	4
WE093	101	1
WE093	104	1
WE090	18	11
WE090	19	129
WE090	20	310
WE090	21	369
WE090	22	381
WE090	23	455
WE090	24	498
WE090	25	534
WE090	26	594
WE090	27	720
WE090	28	773
WE090	29	750
WE090	30	709
WE090	31	679
WE090	32	830
WE090	33	822
WE090	34	792
WE090	35	740
WE090	36	732
WE090	37	636
WE090	38	666
WE090	39	687
WE090	40	710
WE090	41	632
WE090	42	614
WE090	43	645
WE090	44	596
WE090	45	487
WE090	46	628
WE090	47	490
WE090	48	508
WE090	49	510
WE090	50	426
WE090	51	504
WE090	52	383
WE090	53	446
WE090	54	436
WE090	55	370
WE090	56	430
WE090	57	324
WE090	58	320
WE090	59	380
WE090	60	287
WE090	61	382
WE090	62	263
WE090	63	294
WE090	64	233
WE090	65	211
WE090	66	284
WE090	67	190
WE090	68	208
WE090	69	185
WE090	70	153
WE090	71	174
WE090	72	147
WE090	73	151
WE090	74	134
WE090	75	115
WE090	76	123
WE090	77	85
WE090	78	63
WE090	79	104
WE090	80	53
WE090	81	92
WE090	82	58
WE090	83	37
WE090	84	52
WE090	85	32
WE090	86	41
WE090	87	25
WE090	88	21
WE090	89	31
WE090	90	19
WE090	91	23
WE090	92	9
WE090	93	7
WE090	94	15
WE090	95	6
WE090	96	6
WE090	97	3
WE090	98	1
WE090	99	3
WE090	100	3
WE090	101	2
WE090	102	1
WE091	18	25
WE091	19	149
WE091	20	284
WE091	21	388
WE091	22	443
WE091	23	500
WE091	24	576
WE091	25	641
WE091	26	776
WE091	27	812
WE091	28	818
WE091	29	792
WE091	30	818
WE091	31	797
WE091	32	948
WE091	33	845
WE091	34	854
WE091	35	732
WE091	36	826
WE091	37	682
WE091	38	743
WE091	39	727
WE091	40	716
WE091	41	699
WE091	42	703
WE091	43	658
WE091	44	665
WE091	45	542
WE091	46	721
WE091	47	518
WE091	48	553
WE091	49	590
WE091	50	461
WE091	51	602
WE091	52	434
WE091	53	458
WE091	54	436
WE091	55	385
WE091	56	539
WE091	57	339
WE091	58	307
WE091	59	386
WE091	60	288
WE091	61	370
WE091	62	240
WE091	63	293
WE091	64	243
WE091	65	199
WE091	66	300
WE091	67	204
WE091	68	197
WE091	69	189
WE091	70	113
WE091	71	207
WE091	72	127
WE091	73	114
WE091	74	110
WE091	75	113
WE091	76	114
WE091	77	75
WE091	78	66
WE091	79	123
WE091	80	70
WE091	81	93
WE091	82	33
WE091	83	38
WE091	84	51
WE091	85	29
WE091	86	31
WE091	87	20
WE091	88	16
WE091	89	24
WE091	90	9
WE091	91	13
WE091	92	5
WE091	93	6
WE091	94	10
WE091	95	5
WE091	96	5
WE091	97	5
WE091	98	3
WE091	99	3
WE091	100	1
WE091	101	1
WE016	18	19
WE016	19	219
WE016	20	428
WE016	21	518
WE016	22	558
WE016	23	542
WE016	24	547
WE016	25	589
WE016	26	754
WE016	27	803
WE016	28	920
WE016	29	787
WE016	30	768
WE016	31	739
WE016	32	869
WE016	33	861
WE016	34	898
WE016	35	749
WE016	36	726
WE016	37	721
WE016	38	767
WE016	39	698
WE016	40	626
WE016	41	548
WE016	42	627
WE016	43	671
WE016	44	702
WE016	45	498
WE016	46	592
WE016	47	487
WE016	48	555
WE016	49	547
WE016	50	470
WE016	51	381
WE016	52	483
WE016	53	445
WE016	54	441
WE016	55	337
WE016	56	370
WE016	57	291
WE016	58	328
WE016	59	344
WE016	60	253
WE016	61	225
WE016	62	265
WE016	63	231
WE016	64	213
WE016	65	126
WE016	66	156
WE016	67	128
WE016	68	191
WE016	69	159
WE016	70	97
WE016	71	90
WE016	72	83
WE016	73	95
WE016	74	98
WE016	75	51
WE016	76	69
WE016	77	44
WE016	78	66
WE016	79	67
WE016	80	28
WE016	81	23
WE016	82	25
WE016	83	30
WE016	84	34
WE016	85	14
WE016	86	22
WE016	87	15
WE016	88	18
WE016	89	15
WE016	90	4
WE016	91	2
WE016	92	7
WE016	93	7
WE016	94	6
WE016	95	1
WE016	96	2
WE016	98	1
WE016	101	1
WE017	18	68
WE017	19	412
WE017	20	619
WE017	21	683
WE017	22	772
WE017	23	795
WE017	24	820
WE017	25	900
WE017	26	1212
WE017	27	1274
WE017	28	1355
WE017	29	1435
WE017	30	1319
WE017	31	1424
WE017	32	1576
WE017	33	1413
WE017	34	1394
WE017	35	1273
WE017	36	1240
WE017	37	1161
WE017	38	1209
WE017	39	1122
WE017	40	1066
WE017	41	993
WE017	42	1053
WE017	43	992
WE017	44	892
WE017	45	794
WE017	46	839
WE017	47	696
WE017	48	769
WE017	49	751
WE017	50	622
WE017	51	656
WE017	52	649
WE017	53	617
WE017	54	627
WE017	55	504
WE017	56	570
WE017	57	453
WE017	58	481
WE017	59	500
WE017	60	419
WE017	61	436
WE017	62	511
WE017	63	462
WE017	64	432
WE017	65	358
WE017	66	352
WE017	67	312
WE017	68	348
WE017	69	306
WE017	70	242
WE017	71	210
WE017	72	201
WE017	73	207
WE017	74	193
WE017	75	154
WE017	76	140
WE017	77	131
WE017	78	120
WE017	79	101
WE017	80	91
WE017	81	68
WE017	82	61
WE017	83	70
WE017	84	67
WE017	85	41
WE017	86	41
WE017	87	24
WE017	88	31
WE017	89	25
WE017	90	17
WE017	91	23
WE017	92	2
WE017	93	11
WE017	94	12
WE017	95	6
WE017	96	7
WE017	97	3
WE017	98	4
WE017	99	2
WE017	100	3
WE017	101	3
WE017	103	1
WE014	18	101
WE014	19	529
WE014	20	1108
WE014	21	1233
WE014	22	1415
WE014	23	1349
WE014	24	1448
WE014	25	1508
WE014	26	2020
WE014	27	2085
WE014	28	2147
WE014	29	2028
WE014	30	2343
WE014	31	2079
WE014	32	2126
WE014	33	2267
WE014	34	2006
WE014	35	1701
WE014	36	1893
WE014	37	1626
WE014	38	1961
WE014	39	1553
WE014	40	1540
WE014	41	1226
WE014	42	1363
WE014	43	1505
WE014	44	1399
WE014	45	990
WE014	46	1169
WE014	47	886
WE014	48	1146
WE014	49	903
WE014	50	842
WE014	51	662
WE014	52	761
WE014	53	813
WE014	54	807
WE014	55	478
WE014	56	615
WE014	57	493
WE014	58	562
WE014	59	500
WE014	60	387
WE014	61	332
WE014	62	399
WE014	63	367
WE014	64	370
WE014	65	241
WE014	66	310
WE014	67	296
WE014	68	285
WE014	69	205
WE014	70	142
WE014	71	167
WE014	72	171
WE014	73	155
WE014	74	174
WE014	75	85
WE014	76	78
WE014	77	83
WE014	78	98
WE014	79	73
WE014	80	43
WE014	81	41
WE014	82	29
WE014	83	46
WE014	84	58
WE014	85	22
WE014	86	22
WE014	87	21
WE014	88	16
WE014	89	14
WE014	90	8
WE014	91	5
WE014	92	7
WE014	93	2
WE014	94	8
WE014	95	1
WE014	96	1
WE014	97	1
WE014	98	3
WE014	99	2
WE014	105	1
WE014	107	1
WE014	119	1
WE014	122	1
WE015	18	48
WE015	19	281
WE015	20	449
WE015	21	604
WE015	22	672
WE015	23	614
WE015	24	723
WE015	25	778
WE015	26	1069
WE015	27	1225
WE015	28	1206
WE015	29	1208
WE015	30	1207
WE015	31	1126
WE015	32	1294
WE015	33	1297
WE015	34	1151
WE015	35	1101
WE015	36	1157
WE015	37	966
WE015	38	1100
WE015	39	922
WE015	40	904
WE015	41	776
WE015	42	839
WE015	43	809
WE015	44	784
WE015	45	551
WE015	46	636
WE015	47	501
WE015	48	551
WE015	49	621
WE015	50	458
WE015	51	379
WE015	52	458
WE015	53	398
WE015	54	509
WE015	55	258
WE015	56	357
WE015	57	270
WE015	58	279
WE015	59	364
WE015	60	241
WE015	61	232
WE015	62	257
WE015	63	180
WE015	64	279
WE015	65	144
WE015	66	182
WE015	67	147
WE015	68	146
WE015	69	148
WE015	70	94
WE015	71	103
WE015	72	103
WE015	73	79
WE015	74	138
WE015	75	40
WE015	76	60
WE015	77	46
WE015	78	49
WE015	79	66
WE015	80	24
WE015	81	28
WE015	82	17
WE015	83	22
WE015	84	44
WE015	85	10
WE015	86	10
WE015	87	11
WE015	88	13
WE015	89	12
WE015	90	3
WE015	91	8
WE015	92	4
WE015	93	3
WE015	94	4
WE015	95	1
WE015	96	4
WE015	97	2
WE015	103	1
WE012	130	1
WE012	18	66
WE012	19	438
WE012	20	953
WE012	21	1174
WE012	22	1334
WE012	23	1297
WE012	24	1374
WE012	25	1449
WE012	26	1646
WE012	27	1862
WE012	28	1960
WE012	29	1840
WE012	30	1945
WE012	31	1668
WE012	32	1869
WE012	33	1923
WE012	34	1638
WE012	35	1495
WE012	36	1652
WE012	37	1340
WE012	38	1812
WE012	39	1336
WE012	40	1326
WE012	41	1111
WE012	42	1184
WE012	43	1453
WE012	44	1136
WE012	45	930
WE012	46	1013
WE012	47	820
WE012	48	1074
WE012	49	813
WE012	50	724
WE012	51	633
WE012	52	725
WE012	53	869
WE012	54	708
WE012	55	509
WE012	56	566
WE012	57	456
WE012	58	605
WE012	59	518
WE012	60	390
WE012	61	294
WE012	62	406
WE012	63	436
WE012	64	396
WE012	65	272
WE012	66	327
WE012	67	289
WE012	68	369
